codigo,descricao,ipi,utrib,utrib_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29209090,OUTS.�STER.D/AC.INORG.EXC.HALOG D/HIDR,S/DER,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211111,MONOMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211112,SAIS DA MONOMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211121,DIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211122,2,4-DICLOROFENOXIACETATO DE DIMETILAMINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211123,METILCLOROFENOXIACETATO DE DIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211129,OUTROS SAIS DA DIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211131,TRIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211132,CLORIDRATO DE TRIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211139,OUTROS SAIS DA TRIMETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211200,Cloridrato de 2-cloroetil(N,N-dimetilamina),0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211300,Cloridrato de 2-cloroetil(N,N-dietilamina),0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211400,Cloridrato de 2-cloroetil(N,N-diisopropilamina),0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211911,MONOETILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211912,TRIETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211913,BIS(2-CLOROETIL)ETILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211914,TRICLORMETINA (DCI) (TRIS(2-CLOROETIL)AMINA),0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211915,DIETILAMINA SAIS,EXC.ETANSILATO(ETHAMSYLATE),0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211919,OUTRAS ETILAMINAS, SAIS E DERIVADOS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211921,MONO-N-PROPILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211922,DI-N-PROPILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211923,MONOISOPROPILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211924,DIISOPROPILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211929,OUTS. N-PROPILAMINAS, ISOPROPILAMINAS, E SAIS,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29211931,DIISOBUTILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211939,OUTS.BUTILAMINAS E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211941,METILDIALQUILAMINAS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211949,OUTS.MONOALQUIL.E DIALQUILAMINAS,DE C10 A C18,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29211991,CLORMETINA (DCI) (BIS(2-CLOROETIL)METILAMINA),0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211992,N,N-DIALQUIL-2-CLOROETIL.,SEUS SAIS PROTONADS.,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29211993,MUCATO DE ISOMETEPTENO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29211999,OUTS.MONOAMINAS AC�C.S/DER.SAIS DEST.PRODS.,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29212100,ETILENODIAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29212200,HEXAMETILENODIAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29212910,DIETILENOTRIAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29212920,TRIETILENOTETRAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29212990,OUTS POLIAMINAS AC�CLICAS S/DERIV.,SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29213011,MONOCICLOEXILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213012,DICICLOEXILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213019,OUTRAS CICLOEXILAMINAS E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213020,PROPILEXEDRINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213090,OUTS.MONOAMINAS CICLA.CICLE.CICLO.DER.SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214100,ANILINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214211,�CIDO SULFAN�LICO E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214219,OUTS. �CIDOS AMINOBENZENOSULF�NICOS E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214221,3,4-DICLOROANILINA E SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29214229,OUTROS CLOROANILINAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214231,4-NITROANILINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214239,OUTROS NITROANILINAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214241,5-CLORO-2-NITROANILINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214249,OUTROS CLORONITROANILINAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214290,OUTROS DERIVADOS DA ANILINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214311,O-TOLUIDINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214319,OUTROS TOLUIDINAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214321,3-NITRO-4-TOLUIDINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214322,TRIFLURALINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214323,4-CLORO-2-TOLUIDINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214329,OUTROS DERIVADOS DA TOLUIDINA E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214410,DIFENILAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214421,N-OCTILDIFENILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214422,N-NONILDIFENILAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214429,OUTROS DERIVADOS DA DIFENILAMINA E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214500,1-NAFTILAMINA(ALFA),2-NAFTILAMINA(BETA), E SAIS,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29214610,ANFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214620,BENZOFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214630,DEXANFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214640,ETILANFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214650,FENCANFAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214660,FENTERMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214670,LEFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214680,LEVANFETAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214690,MEFENOREX E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214910,CLORIDRATO DE FENFLURAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214921,2,4-XILIDINA E SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29214922,PENDIMETALINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214929,OUTRAS XILIDINAS, SEUS DERIVADOS E SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29214931,SULFATO DE TRANILCIPROMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214939,TRANICILPROMINA E SEUS OUTROS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29214990,OUTS.MONOAMINAS AROM�TICAS, S/DERIV.,S/SAIS,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29215111,M-FENILENODIAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215112,DIAMINOTOLUENOS (TOLUILENODIAMINAS),0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215119,O,M,P-FENILENODIAMINA,DIAMINOTOLUENOS,,,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,
29215120,DERIV.SULF.DE FENILENODIAMINAS, SAIS E DERIV.,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215131,N,N'-DI-SEC-BUTIL-P-FENILENODIAMINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215132,N-ISOPROPIL-N'-FENIL-P-FENILENODIAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215133,N-(1,3-DIMETILBUTIL)-N'-FENIL-P-FENILENODIAMINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215134,N-(1,4-DIMETILPENTIL)-N'-FENIL-P-FENILENODIAMINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215135,N-FENIL-P-FENILENODIAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215139,OUTROS DERIVADOS DA FENILENODIAMINAS E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215190,OUTROS SAIS DA FENILENODIAMINAS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215911,3,3'-DICLOROBENZIDINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215919,OUTROS BENZIDINAS, SAIS E DERIVADOS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215921,4-4'-DIAMINODIFENILMETANO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215929,OUTROS DIAMINODIFENILMETANOS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215931,4,4'-DIAMINODIFENILAMINA E SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215932,�CIDO 4,4'-DIAMINOFENILAMINO-2-SULF�NICO,S/SAIS,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29215939,OUTS.DIAMINOFENILAMINAS,DERIVADOS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29215990,OUTS.POLIAMINAS AROM�TICAS,SAIS E DERIVADOS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221100,MONOETANOLAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221200,DIETANOLAMINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221310,TRIETANOLAMINA,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221320,SAIS DA TRIETANOLAMINA,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221400,DEXTROPROPOXIFENO (DCI) E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221500,Trietanolamina,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221600,Perfluoroctanossulfonato de dietanolam�nio,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221700,Metildietanolamina e etildietanolamina,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221800,2-(N,N-diisopropilamino)etanol,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221911,MONOISOPROPANOLAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221912,2,4-DICLOROFENOXIACETATO D/TRIISOPROPANOLAM.,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221913,2,4-DICLOROFENOXIACETATO DE DIMETILPROPANOL.,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221919,OUTROS PROPANOLAMINAS SAIS E DERIVADOS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221921,CITRATO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221929,ORFENADRINA E OUTROS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221931,CLORIDRATO DE AMBROXOL,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221939,AMBROXOL E OUTROS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221941,CLORIDRATO DE CLOBUTINOL,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221949,CLOBUTINOL E OUTROS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221951,N,N-DIMETIL-2-AMINOETANOL,SEUS SAIS PROTS.,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29221952,N,N-DIETIL-2-AMINOETANOL E SEUS SAIS PROTS.,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221959,OUTS.N,N-DIALQUIL-2-AMINOETANOL,SAIS PROTS.,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29221961,METILDIETANOLAMINA E SEUS SAIS,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221962,ETILDIETANOLAMINA E SEUS SAIS,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221969,OUTS.N-ALQUIL-DIETANOLAMINA,SEUS SAIS PROTS.,,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221971,Cloridrato,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221979,Outros,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221981,Tartarato,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221989,Outros,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221991,1-P-NITROFENIL-2-AMINO-1,3-PROPANODIOL,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29221992,FUMARATO DE BENCICLANO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221993,CLEMBUTEROL (#CLENBUTEROL#) E SEU CLORIDRATO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221994,MIRTECA�NA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221995,TAMOXIFEN E SEU CITRATO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221996,Propranolol e seus sais,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29221999,OUTS.AMINOALCO�IS, S/�TERES E SEUS �STERES,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29222100,�CIDOS AMINONAFTOLSULF�NICOS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29222911,P-AMINOFENOL E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29222919,O-AMINOFEN�IS,M-AMINOFEN�IS E SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29222920,NITROANISIDINAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29222990,OUTS.AMINONAFT�IS,AMINOFEN�IS S/�T.�ST.,SAIS,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29223111,ANFEPRAMONA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223112,SAIS DE ANFEPRAMONA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223120,METADONA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223130,NORMETADONA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223910,AMINOANTRAQUINONAS E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223921,CLORIDRATO DE KETAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223929,KETAMINA E OUTROS SAIS DE KETAMINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29223990,OUTS.AMINOALDE�DOS,AMINOCETONAS,AMINOQS.,0,,,,,,VI - PRODUTOS DAS IND�STRIAS QU�MICAS OU DAS IND�STRIAS CONEXAS,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,
29224110,LISINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224190,�STERES E SAIS, DA LISINA,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29224210,�CIDO GLUT�MICO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224220,SAIS DO �CIDO GLUT�MICO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224300,�CIDO ANTRAN�LICO E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224410,TILIDINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224420,SAIS DE TILIDINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224910,GLICINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224920,�CIDO ETILENODIAMINOTETRAC�TICO E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224931,�CIDO IMINODIAC�TICO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224932,SAIS DO �CIDO IMINODIAC�TICO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224940,�CIDO DIETILENOTRIAMINOPENTAC�TICO,SEUS SAIS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29224951,ALFA-FENILGLICINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224952,CLORIDRATO D/CL.D(-)ALFA AMINOBENZENOACETILA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224959,OUTS SAIS E DERIVADOS D/ALFA-FENILGLICINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224961,DICLOFENACO DE S�DIO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224962,DICLOFENACO DE POT�SSIO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224963,DICLOFENACO DE DIETILAM�NIO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224964,DICLOFENACO,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224969,OUTROS DICLOFENACOS, SEUS SAIS E DERIVADOS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29224990,OUTROS AMINO�CIDOS,SAIS E �STERES,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29225011,CLORIDRATO DE FENILEFRINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225019,FENILEPRINA E OUTROS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225021,CLORIDRATO DE PROPAFENONA,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225029,PROPAFENONA E OUTROS SAIS,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225031,LEVODOPA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225032,METILDOPA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225039,TIROSINA SEUS DERIVADOS E SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225041,TARTARATO DE METOPROLOL,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225049,METROPOLOL E OUTROS SAIS,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225050,PROPANOLOL E SEUS SAIS,,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225091,N-1-(METOXICARB.)PROPEN-2-IL)ALFA-AMINO P-ETC.,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225099,OUTS.AMINOALCOOISFEN�IS, AMINOACIDOSFEN�IS,0,KG,,,,,,29 - Produtos qu�micos org�nicos,,,,,,,,,,,,,,,,,,,,,,,
29231000,COLINA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29232000,LECITINAS E OUTROS FOSFOAMINOLIP�DIOS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29233000,Perfluoroctanossulfonato de tetraetilam�nio,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29234000,Perfluoroctanossulfonato de didecildimetilam�nio,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29239010,BETA�NA E SEUS SAIS,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29239020,DERIVADOS DA COLINA,0,KG,QUILOGRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
